"142","FINAL LIST OF CANDIDATES FOR NATIONAL ELECTIONS - (PRESIDENTIAL, SENATORIAL AND HOUSE OF REPRESENTATIVES)","","","","","","","","",""
"31","","Idemili North/Idemili","OKONKWO UCHENNA","LP","None","36","M","FSLC IGCSE Degree","",""
"","","South","HARRIS","","","","","","",""
"32","","Idemili North/Idemili","ODIEGWU ALFRED","NNPP","None","38","M","SSCE","",""
"","","South","","","","","","","",""
"33","","Idemili North/Idemili","OKOYE FRANCIS","NRM","None","38","M","WAEC B,SC","",""
"","","South","UCHENNA","","","","","","",""
"34","","Idemili North/Idemili","CHIDOKA OBINNA","PDP","None","48","M","FSLC SSCE BSC","",""
"","","South","","","","","","","",""
"35","","Idemili North/Idemili","CHUKWURAH VINCENT","SDP","None","68","M","GENERAL HIGH SCHOOL","",""
"","","South","","","","","","EDUCATION CERTIFICATE","",""
"","","","","","","","","DIPLOMA CRIMINAL","",""
"","","","","","","","","JUSTICE","",""
"36","ANAMBRA","Idemili North/Idemili","OKEKE STANLEY","YPP","None","47","M","WAEC","",""
"","","South","CHIKAODILI","","","","","","",""
"37","","Idemili North/Idemili","OGWOJI OGECHUKWU","ZLP","None","46","F","B.ED","",""
"","","South","THEODORA","","","","","","",""
"38","","Ihiala","IFEBI EBUKA","ADC","None","59","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE WASC","",""
"39","","Ihiala","MIKE-EJEZIE EDITH","APC","None","60","F","First School Leaving Certificate","",""
"","","","NWOYE","","","","","WAEC LLB, BL","",""
"40","","Ihiala","AGBODIKE PASCHAL A.","APGA","None","41","M","FSLC WAEC BA.","",""
"","","","","","","","","PHILOSOPHY, PH.D","",""
"","","","","","","","","PHILOSOPHY","",""
"41","","Ihiala","OKONWKO PRINCE","LP","None","62","M","FSLC SSCE BSC","",""
"","","","HEZEKIAH CHIEMEKA","","","","","","",""
"42","","Ihiala","NJEM MICHAEL","NNPP","None","49","M","SSCE","",""
"43","ANAMBRA","Ihiala","MOMAH IFEANYI CHUDY","PDP","None","39","M","WAEC LLB","",""
"","","","MARK","","","","","","",""
"44","","Ihiala","IREAMOKE OBIOHA","SDP","None","74","M","","",""
"45","","Ihiala","MADUAKOLAM","YPP","None","40","M","FSLC WAEC BSC","",""
"","","","AKACHUCHWU","","","","","","",""
"","","","JOHNMARY","","","","","","",""
"46","","Njikoka/Dunukofia/","OKPALAOJIEGO CHARLES","AA","None","42","M","F.L.S.C WAEC Bsc","",""
"","","Anaocha","SUNDAY","","","","","COMMUNICATION TECH","",""
"47","","Njikoka/Dunukofia/","OKPALA ONYEBUCHI,","ADC","None","35","M","FIRST SCHOOL LEAVING","",""
"","","Anaocha","JAMES","","","","","CERTIFICATE WASC","",""
"48","","Njikoka/Dunukofia/","EZEUDU LAWRENCE","APC","None","47","M","First School Leaving Certificate","",""
"","","Anaocha","CHUKWUNWEIKE","","","","","WAEC  LLB, BL","",""
"49","","Njikoka/Dunukofia/","IBIDA PETER CHIMA","APGA","None","63","M","NRIJIOFOR PRIMARY","",""
"","","Anaocha","NOUBUISI","","","","","SCH NRI COLLEGE OF","",""
"","","","","","","","","THE IMMACULATE","",""
"","","","","","","","","CONCEPT(C.I.C)","",""
"50","ANAMBRA","Njikoka/Dunukofia/","OZODINOBI GEORGE","LP","None","65","M","FSLC WASC/GCE Degree","",""
"","","Anaocha","IBEZIMAKO","","","","","","",""
"51","","Njikoka/Dunukofia/","CHIKE CHUKWURAH.","NNPP","None","48","M","PRIMARY LEAVING","",""
"","","Anaocha","","","","","","CERTIFICATE SSCE LLB,","",""
"","","","","","","","","2000; BL, 2002","",""
"52","","Njikoka/Dunukofia/","IKE  ANN NGOZI","NRM","None","57","F","PHD","",""
"","","Anaocha","","","","","","","",""
"53","","Njikoka/Dunukofia/","EZE CHUKWUEMEKA","PDP","None","56","M","TERM REPORT (ENTRANCE)","",""
"","","Anaocha","UCHENNA","","","","","(SHERBORNE PREP.","",""
"","","","","","","","","SCHOOL) GCE MBBS","",""
"54","","Njikoka/Dunukofia/","OKPALA PATRICIA IFEOMA","SDP","None","39","F","FSLC","",""
"","","Anaocha","","","","","","","",""
"55","","Njikoka/Dunukofia/","EZEOKONKWO  KELVIN","YPP","None","44","M","FSLC WAEC BSC","",""
"","","Anaocha","CHUKWUEMEKA","","","","","","",""
"56","","Njikoka/Dunukofia/","AYIKA VALENTINE","ZLP","None","57","M","FIRST SCHOOL LEAVING","",""
"","","Anaocha","OGONNA","","","","","CERTIFICATE","",""
"57","ANAMBRA","Nnewi North/Nnewi","ORIZU TOBENNA, CHIMDI","ADC","None","65","M","FIRST SCHOOL LEAVING","",""
"","","South/ Ekwusigo","","","","","","CERTIFICATE WASC B.SC","",""
"","","","","","","","","AND M.SC","",""
"58","","Nnewi North/Nnewi","OKAFOR NONSO PETER","APC","None","41","M","First School Leaving Certificate","",""
"","","South/ Ekwusigo","","","","","","WAEC HND","",""
"59","","Nnewi North/Nnewi","ELEODIMMUO UCHENNA","APGA","None","44","M","FIRST SCHOOL LEAVING","",""
"","","South/ Ekwusigo","CLEMENT NWACHUKWU","","","","","CERTIFICATE (SSCE) SENIOR","",""
"","","","","","","","","SECONDARY SCHOOL","",""
"60","","Nnewi North/Nnewi","ANAGWU FREDRICK","LP","None","37","M","FSLC SSCE Degree","",""
"","","South/ Ekwusigo","EMEKA","","","","","","",""
"61","","Nnewi North/Nnewi","NNAJIOFOR ECHEZONA","NNPP","None","34","M","SSCE B.ENG PETROLEUM","",""
"","","South/ Ekwusigo","CHISOM","","","","","ENGINEERING","",""
"62","","Nnewi North/Nnewi","UBAH  SUNDAY","NRM","None","48","M","WASSSE","",""
"","","South/ Ekwusigo","","","","","","","",""
"63","","Nnewi North/Nnewi","EZEANI NDUBUEZE JOEL","PDP","None","46","M","FSLC WAEC","",""
"","","South/ Ekwusigo","","","","","","","",""
"64","ANAMBRA","Nnewi North/Nnewi","NWOSU WILSON","SDP","None","67","M","FSLC SCHOOL CERTIFICATE","",""
"","","South/ Ekwusigo","OKAIGBO","","","","","","",""
"65","","Nnewi North/Nnewi","UZOKWE PETER IFEANYI","YPP","None","56","M","N/A SSCE BSC","",""
"","","South/ Ekwusigo","","","","","","","",""
"66","","Ogbaru","NWACHUKWU VICTOR,","ADC","None","54","M","FIRST SCHOOL LEAVING","",""
"","","","AZUBUIKE","","","","","CERTIFICATE WASC HND","",""
"67","","Ogbaru","ISAMADE NKECHI HELEN","APC","None","62","F","First School Leaving","",""
"","","","","","","","","CertificateWAEC TEACHER","",""
"","","","","","","","","GRADE TWO","",""
"68","","Ogbaru","AWOGU ARINZECHUKWU","APGA","None","44","M","FSLC WAEC LLB (IN VIEW)","",""
"","","","JOHN","","","","","","",""
"69","","Ogbaru","OGENE VICTOR","LP","None","55","M","FSLC WASC/GCE Diploma","",""
"","","","AFAMEFUNA","","","","","","",""
"70","","Ogbaru","EYISI CHUKWUEBUKA","NNPP","None","43","M","PRIMARY CERTIFICATE SSCE","",""
"71","ANAMBRA","Ogbaru","ONYEMA CHUKWUKA","PDP","None","52","M","GCE BSC","",""
"","","","WILFRED","","","","","","",""
"72","","Ogbaru","NWADIALOR CHIMMA","SDP","None","45","F","","",""
"73","","Onitsha North/","OKEY CHUKWUEMEKA","ADC","None","59","M","","",""
"","","Onitsha South","","","","","","","",""
"74","","Onitsha North/","IBUZO EDWARD","APGA","None","49","M","QUEEN OF THE NIGER 1","",""
"","","Onitsha South","OBIEFUNA","","","","","ALL HALLOWS SEMINARY","",""
"","","","","","","","","ONITSHA NNAMDI AZIKWE","",""
"","","","","","","","","UNIVERSITY,","",""
"75","","Onitsha North/","EMEKA IDU GODWIN","LP","None","61","M","FSLC WASC/GCE Degree","",""
"","","Onitsha South","OBIAJULU","","","","","","",""
"76","","Onitsha North/","IGWE OBINNA","NNPP","None","35","M","SSCE","",""
"","","Onitsha South","","","","","","","",""
"77","","Onitsha North/","CHUBA IKPEAZU LYNDA","PDP","None","53","F","BA, LLB","",""
"","","Onitsha South","","","","","","","",""
"78","ANAMBRA","Onitsha North/","OMALIKO JUSTINA NKIRU","SDP","None","46","F","FSLC SCHOOL CERTIFICATE","",""
"","","Onitsha South","","","","","","","",""
"79","","Orumba North/","OKEKE DUBEM, MC.","ADC","None","46","M","","",""
"","","Orumba South","DONALD","","","","","","",""
"80","","Orumba North/","OKOKE CHIKE CHARLES","APC","None","51","M","First School Leaving Certificate","",""
"","","Orumba South","","","","","","WAEC","",""
"81","","Orumba North/","EZE KANAYO ERIC","APGA","None","57","M","MONLUKA PRIMARY","",""
"","","Orumba South","","","","","","SCHOOL, SABO YABA (FSLC)","",""
"","","","","","","","","FEDERAL GOV’T COLLEGE","",""
"","","","","","","","","OKIGWE, IMO","",""
"82","","Orumba North/","UGOCHUKWU NKEIRU","LP","None","52","F","FSLC WASC/GCE M.A","",""
"","","Orumba South","EBERE NIKKY","","","","","","",""
"83","","Orumba North/","NWAEJIM SAMUEL","NNPP","None","37","M","PRIMARY CERTIFICATE SSCE","",""
"","","Orumba South","UCHECHUKWU","","","","","","",""
"84","","Orumba North/","NWAFOR  ONYEKA","NRM","None","38","M","FIRST SCHOOL LEAVING","",""
"","","Orumba South","YOUNG","","","","","CERTIFICATE NATIONAL","",""
"","","","","","","","","EXAMINATION COUNCIL","",""
"85","ANAMBRA","Orumba North/","EZENWANKWO","PDP","None","45","M","WAEC NCE","",""
"","","Orumba South","OKWUDILI CHRISTOPHER","","","","","","",""
"86","","Orumba North/","UDEAGHA EMMANUEL","SDP","None","60","M","GOVERNMENT PRIMARY","",""
"","","Orumba South","OGBONNA","","","","","SCHOOL AJALLI","",""
"87","","Orumba North/","NNABUIFE  CHINWE","YPP","None","51","F","FSLC WASSCE HND","",""
"","","Orumba South","CLARA","","","","","","",""
"88","","Oyi/Ayamelum","ANIEBIIE ANTHONY,","ADC","None","57","M","FIRST SCHOOL LEAVING","",""
"","","","CHIBUZO","","","","","CERTIFICATE WASC B.SC","",""
"89","","Oyi/Ayamelum","ELUEMUNOH CHIEDU","APC","None","62","M","First School Leaving Certificate","",""
"","","","GODWILL GODWIN","","","","","WAEC LLB, BL","",""
"90","","Oyi/Ayamelum","GWACHAM MAUREEN","APGA","None","47","F","NKWO CENTRAL SCHOOL","",""
"","","","CHINWE","","","","","OGBUNIKE QUEEN OF THE","",""
"","","","","","","","","ROSARY SCH NSUKKA","",""
"91","","Oyi/Ayamelum","CHIRA OBIORA","LP","None","43","M","FSLC SSCE MBBS","",""
"","","","UZOCHUKWU","","","","","","",""
"92","ANAMBRA","Oyi/Ayamelum","EMEKA NZOMIWU","NNPP","None","42","M","PRIMARY LEAVING","",""
"","","","","","","","","CERTIFICATE WAEC","",""
"93","","Oyi/Ayamelum","IBENEME EDOZIE","NRM","None","47","M","FIRST SCHOOL LEAVING","",""
"","","","GODWIN","","","","","CERTIFICATE (FLSC) WAEC","",""
"","","","","","","","","B,SC","",""
"94","","Oyi/Ayamelum","OFUMELU VINCENT","PDP","None","44","M","SSCE LLB","",""
"","","","EKENE","","","","","","",""
"95","","Oyi/Ayamelum","ILOCHI CHINEDU","SDP","None","49","M","","",""
"","","","EMMANUEL","","","","","","",""
"96","","Oyi/Ayamelum","OKAFOR UCHENNA","YPP","None","52","M","FSLC SSCE BSC","",""
"","","","CHARLES","","","","","","",""
"97","","Oyi/Ayamelum","NWEKE AMAECHI","ZLP","None","47","M","MBBS","",""
"","","","CHINEDU","","","","","","",""
"","Bauchi State","","","","","","","","",""
"174","FINAL LIST OF CANDIDATES FOR NATIONAL ELECTIONS - (PRESIDENTIAL, SENATORIAL AND HOUSE OF REPRESENTATIVES)","","","","","","","","",""
"S/N","STATE","CONSTITUENCY NAME OF CANDIDATE","","PARTY","PWD","AGE","GENDER","QUALIFICATION","REMARKS",""
"1","BAUCHI","ALKALERI/","UMAR JAMILA","ADC","None","43","F","","",""
"","","KERFI","","","","","","","",""
"2","","ALKALERI/","ABUBAKAR HARUNA","ADP","None","27","M","FIRST SCHOOL LEAVING","",""
"","","KERFI","","","","","","CERTIFICATE SSCE","",""
"3","","ALKALERI/","KABIRU YUSUF ALHAJI","APC","None","39","M","FIRST SCHOOL LEAVING","",""
"","","KERFI","","","","","","CERTIFICATE SENIOR SCHOOL","",""
"","","","","","","","","CERTIFICATE B.TECH. (HONS.)","",""
"4","","ALKALERI/","ABDULLAHI  ALQAMATA","APM","None","32","M","FSLC NECO DIPLOMA","",""
"","","KERFI","","","","","","","",""
"5","","ALKALERI/","MUHAMMED YUSUF","APP","None","43","M","SSCE","",""
"","","KERFI","","","","","","","",""
"6","","ALKALERI/","SAMBO DANIEL","LP","None","40","M","FSLC SSCE B. Sc","",""
"","","KERFI","","","","","","","",""
"7","","ALKALERI/","UMAR ABDULQADEER","PDP","None","42","M","FSLC SSCE","",""
"","","KERFI","DEWU","","","","","","",""
"8","BAUCHI","ALKALERI/","USMAN MOHAMMAD","PRP","None","43","M","certificate of primary education","",""
"","","KERFI","","","","","","Senior School Certificate","",""
"9","","ALKALERI/","MUSA ABASS","SDP","None","39","M","WAEC","",""
"","","KERFI","","","","","","","",""
"10","","ALKALERI/","ADAMU ALHASSAN","ZLP","None","38","M","FIRST SCHOOL LEAVING","",""
"","","KERFI","","","","","","CERTIFICATE SENIOR SCHOOL","",""
"","","","","","","","","CERTIFICATE B.TECH (HONS)","",""
"11","","","ALKALERI/KIRFI HALADU SULAIMAN BALA","NNPP","None","40","M","PRIMARY CERTIFICATE SSCE","",""
"12","","Bauchi","ADAMU UMAR","ADP","None","31","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SSCE","",""
"13","","Bauchi","JIBRIN ABDULLAHI SIRAJO","APC","None","32","M","FSLC SSCE BS.c","",""
"14","","Bauchi","AMINU  ABDULLAHI","APGA","None","38","M","RARIYA PRIMARY SCHOOL","",""
"","","","","","","","","GOVERNMENT DAY SECONDARY","",""
"","","","","","","","","SCHOOL, K/IDI","",""
"15","BAUCHI","Bauchi","ADAMU MUSA UMAR","APM","None","51","M","FSLC SSCE BSC","",""
"16","","Bauchi","BABANGIDA MAIJAMA’A","APP","None","41","M","SSCE","",""
"17","","Bauchi","SARKI SADEEQ UMAR","LP","None","42","M","FSLC SSCE B. Sc","",""
"18","","Bauchi","GALOJI SHEHU INUWA","NNPP","None","45","M","PRIMARY CERTIFICATE SSCE","",""
"","","","","","","","","BS.C, MS.C, PHD","",""
"19","","Bauchi","YAKUBU AHMED","NRM","None","45","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SSCE","",""
"20","","Bauchi","AMINU ALIYU GARU","PDP","None","59","M","FSLC G.C.E. ADVANCE DIPLOMA","",""
"21","","Bauchi","MOHAMMED AHMED","PRP","None","51","M","PRIMARY SCHOOL CERTIFICATE","",""
"","","","YAKUBU","","","","","SECONDARY SCHOOL","",""
"","","","","","","","","CERTIFICATE","",""
"22","BAUCHI","Bauchi","MALIAMAA MUSA","SDP","None","53","M","WAEC","",""
"","","","BABANGIDE","","","","","","",""
"23","","Bauchi","ISA AHMED","ZLP","None","51","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE WAEC","",""
"24","","Bogoro/Dass/","CHIROMA ADAMU, ABIDU","ADC","None","27","M","FIRST SCHOOL LEAVING","",""
"","","Tafawa Balewa","","","","","","CERTIFICATE SSCE","",""
"25","","Bogoro/Dass/","MUHAMMED MUSA","ADP","None","47","M","FIRST SCHOOL LEAVING","",""
"","","Tafawa Balewa","","","","","","CERTIFICATE SSCE","",""
"26","","Bogoro/Dass/","LEKO JAFARU GAMBO","APC","None","46","M","FSLC SSCE","",""
"","","Tafawa Balewa","","","","","","","",""
"27","","Bogoro/Dass/","MUHAMMED BAWA","APM","None","42","M","FSLC NECO DIPLOMA","",""
"","","Tafawa Balewa","HALIRU","","","","","","",""
"28","","Bogoro/Dass/","LUKA JOSHUA","APP","None","40","M","DIPLOMA","",""
"","","Tafawa Balewa","","","","","","","",""
"29","BAUCHI","Bogoro/Dass/","SIMON KUNI QUNI","NNPP","None","38","M","PRIMARY CERTIFICATE SSCE","",""
"","","Tafawa Balewa","","","","","","","",""
"30","","Bogoro/Dass/","MAGAJI KEFAS MUSA","PDP","None","60","M","FSLC G.C.E. LL.B","",""
"","","Tafawa Balewa","","","","","","","",""
"31","","Bogoro/Dass/","JOEL JONATHAN ANGO","PRP","None","48","M","First School Leaving Certificate","",""
"","","Tafawa Balewa","","","","","","WAEC Technical Higher National","",""
"","","","","","","","","Diploma","",""
"32","","Bogoro/Dass/","PHILIP PETER","SDP","None","40","M","FSLC WAEC B.TECH","",""
"","","Tafawa Balewa","","","","","","","",""
"33","","Bogoro/Dass/","ADAMU ALHERI","ZLP","None","43","F","FIRST SCHOOL LEAVING","",""
"","","Tafawa Balewa","","","","","","CERTIFICATE SENIOR SCHOOL","",""
"","","","","","","","","CERTIFICATE NCE","",""
"34","","DARAZO/","HAFSAT UMAR","ADC","None","42","F","","",""
"","","GANJUWA","","","","","","","",""
"35","","DARAZO/","BILYAMINU ZAHARADEEN","APM","None","29","M","FSLC NECO BSC","",""
"","","GANJUWA","","","","","","","",""
"36","BAUCHI","DARAZO/","MOHAMMED  MUSTAPHA","NNPP","None","57","M","PRIMARY LEAVEN CERTIFICATE","",""
"","","GANJUWA","SALLAH","","","","","SSCE","",""
"37","","DARAZO/","MANU SORO MANSUR","PDP","None","35","M","FSLC SSCE BSc.","",""
"","","GANJUWA","","","","","","","",""
"38","","DARAZO/","DANLADI ALI","PRP","None","31","M","certificate of primary education","",""
"","","GANJUWA","","","","","","SERNIOR SECONDARY SCHOOL","",""
"","","","","","","","","CERTIFICATE","",""
"39","","DARAZO/","MIKAILU  HAMISU","SDP","None","49","M","SSCE","",""
"","","GANJUWA","","","","","","","",""
"40","","DARAZO/","BABAGEIDAM LAMI","ZLP","None","52","F","FIRST SCHOOL LEAVING","",""
"","","GANJUWA","","","","","","CERTIFICATE NECO HIGHER","",""
"","","","","","","","","NATIONAL DIPLOMA IN PUBLIC","",""
"41","","Gamawa","ABDUL SABO","ADC","None","63","M","","",""
"42","","Gamawa","IDRIS MUHAMMED","ADP","None","37","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SSCE","",""
"43","BAUCHI","Gamawa","GAMAWA ADAMU","APC","None","53","M","PRIMARY SCHOOL CERTIFICATE","",""
"","","","IBRAHIM","","","","","GENERAL CERTIFICATE OF","",""
"","","","","","","","","EDUCATION","",""
"44","","Gamawa","GARBA IBRAHIM","NNPP","None","59","M","PRIMARY CERTIFICATE SSCE","",""
"45","","Gamawa","ADAMU KABIRU","NRM","None","37","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SSCE B. TECH.","",""
"","","","","","","","","(HONS)","",""
"46","","Gamawa","AHMED MADAKI GOLOLO","PDP","None","62","M","FSLC GCE MBA","",""
"47","","Gamawa","MUHAMMAD GWADABE","PRP","None","35","M","certificate of primary education West","",""
"","","","","","","","","African Senior School Certificate","",""
"","","","","","","","","National Diploma In","",""
"48","","Gamawa","ABUBAKAR USMAN","SDP","None","58","M","FSLC","",""
"49","","Gamawa","SANEE ABUBAKAR","ZLP","None","31","M","FIRST SCHOOL LEAVING","",""
"","","","ABDULQADEER","","","","","CERTIFICATE WASSCE","",""
"50","BAUCHI","Jama’are/Itas-","ALI MOHAMMED","ADC","None","35","M","","",""
"","","Gadau","","","","","","","",""
"51","","Jama’are/Itas-","ALFA SULAIMAN HARUNA","ADP","None","25","M","FIRST SCHOOL LEAVING","",""
"","","Gadau","","","","","","CERTIFICATE SSCE ND","",""
"52","","Jama’are/Itas-","RABILU BALA","APC","None","48","M","PRIMARY SCHOOL CERTIFICATE","",""
"","","Gadau","","","","","","NABTEB DIPLOMA CERTIFICATE","",""
"53","","Jama’are/Itas-","SABO MUSA","APP","None","39","M","N.C.E","",""
"","","Gadau","","","","","","","",""
"54","","Jama’are/Itas-","MOHAMMED ISAH","NNPP","None","57","M","PRIMARY CERTIFICATE GCE","",""
"","","Gadau","HASSAN","","","","","WAEC DAC, BS.C","",""
"55","","Jama’are/Itas-","JUNGUDO HARUNA","PDP","None","43","M","FSLC SSCE BSc.","",""
"","","Gadau","MOHAMMED","","","","","","",""
"56","","Jama’are/Itas-","MUHAMMAD BABA ALHAJI","PRP","None","30","M","Primary School Leaving Certificate","",""
"","","Gadau","","","","","","West African Senior School","",""
"","","","","","","","","Certificate Examination","",""
"57","BAUCHI","Jama’are/Itas-","ABDU SABOJI","SDP","None","44","M","WAEC","",""
"","","Gadau","","","","","","","",""
"58","","Katagum","MUSTAPHA HARUNA","ADC","None","45","M","","",""
"59","","Katagum","IBRAHIM USMAN","ADP","None","34","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SSCE","",""
"60","","Katagum","ABDULHAMEED","APC","None","53","M","PRIMARY SCHOOL LEAVING","",""
"","","","MOHAMMED GHALI","","","","","CERTIFICATE GENERAL","",""
"","","","","","","","","CERTIFICATE OF EDUCATION","",""
"61","","Katagum","UMAR ADAMU YUSUF","APM","None","43","M","FSLC SSCE LLB, BL, MBCL","",""
"62","","Katagum","BABA IBRAHIM","NNPP","None","46","M","PRIMARY CERTIFICATE SSCE","",""
"","","","MOHAMMED","","","","","BS.C, MS.C","",""
"63","","Katagum","ABDU AUWALU GWALABE","PDP","None","61","M","FSLC SSCE","",""
"64","BAUCHI","Katagum","ABDULKADIR UMAR SARKI","PRP","None","46","M","certificate of primary education","",""
"","","","","","","","","SENIOR SCHOOL CERTIFICATE","",""
"","","","","","","","","EXAMINATION","",""
"65","","Katagum","YAU YAHAYA","SDP","None","37","M","FSLC NECO","",""
"66","","Katagum","MUSTAPHA ADAMU","ZLP","None","38","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE WAEC","",""
"67","","MISAU/","BABA MUSTAPHA","ADC","None","59","M","","",""
"","","DAMBAN","","","","","","","",""
"68","","MISAU/","MAGAJI SHEHU","ADP","None","42","M","FIRST SCHOOL LEAVING","",""
"","","DAMBAN","","","","","","CERTIFICATE SSCE","",""
"69","","MISAU/","AHMED SABO BAPPAYO","APC","None","61","M","CERTIFICATE OF PRIMARY","",""
"","","DAMBAN","","","","","","SCHOOL EDUCATION WEST","",""
"","","","","","","","","AFRICAN SCHOOL","",""
"70","","MISAU/","ALIYU MARYAM A.","APM","None","37","F","FSLC SSCE DIPLOMA","",""
"","","DAMBAN","","","","","","","",""
"71","BAUCHI","MISAU/","MODIBBO BABAYO","NNPP","None","64","M","PRIMARY CERTIFICATE SSCE","",""
"","","DAMBAN","","","","","","DIPLOMA","",""
"72","","MISAU/","ALIYU BAPPA MISAU","PDP","None","61","M","FSLC G.C.E. MBA","",""
"","","DAMBAN","","","","","","","",""
"73","","MISAU/","SALEH MAKAMA","PRP","None","41","M","FIRST SCHOOL LEAVING","",""
"","","DAMBAN","MUHAMMAD","","","","","CERTIFICATE SSCE CERTIFICATE","",""
"74","","MISAU/","MALA ADAMU","SDP","None","34","M","WAEC FEDERAL POLYTECHNIC","",""
"","","DAMBAN","","","","","","BAUCHI","",""
"75","","MISAU/","LAWAN ABDUSSALAM","ZLP","None","34","M","FIRST SCHOOL LEAVING","",""
"","","DAMBAN","MUHAMMAD","","","","","CERTIFICATE NECO BSC","",""
"76","","Ningi/Warji","GARBA ZAKARI","ADC","None","35","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE WASC DIPLOMA","",""
"77","","Ningi/Warji","SALIHU MOHAMMED","ADP","None","44","M","FIRST SCHOOL LEAVING","",""
"","","","AUWAL","","","","","CERTIFICATE SSCE B.SC PUBLIC","",""
"","","","","","","","","ADMINISTRATION","",""
"78","BAUCHI","Ningi/Warji","ABDULKADIR ABDULLAHI","APC","None","44","M","PRIMARY SCHOOL LEAVING","",""
"","","","SA’AD","","","","","CERTIFICATE SENIOR SCHOOL","",""
"","","","","","","","","CERTIFICATE DEGREE","",""
"79","","Ningi/Warji","YUSUF YAU .A.","APM","None","38","M","","",""
"80","","Ningi/Warji","MUSA  ABBAS SHEHU","NNPP","None","58","M","PRIMARY LEAVEN CERTIFICATE","",""
"","","","","","","","","SSCE H.N.D AMINALS HEALTH","",""
"","","","","","","","","AND","",""
"81","","Ningi/Warji","HASHIMU ADAMU","PDP","None","56","M","FSLC G.C.E. MASTERS IN","",""
"","","","","","","","","DEVELOPMENT STUDIES","",""
"82","","Ningi/Warji","GARBA SABI’U","PRP","None","60","M","CERTIFICATE OF PRIMARY","",""
"","","","","","","","","EDUCATION West African Senior","",""
"","","","","","","","","School Certificate  Diploma in","",""
"83","","Ningi/Warji","SHUAIBU  NURA","SDP","None","36","M","FSLC WAEC","",""
"84","","Ningi/Warji","SA’AD ISA","ZLP","None","32","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE NECO NATIONAL","",""
"","","","","","","","","DIPLOMA","",""
"85","BAUCHI","Shira/Giade","SALEH MUHAMMAD","ADC","None","33","M","","",""
"86","","Shira/Giade","MATO ADAMU MALAM","ADP","None","39","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SSCE","",""
"87","","Shira/Giade","ABUBAKAR KANI FAGGO","APC","None","57","M","PRIMARY SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE GENERAL","",""
"","","","","","","","","CERTIFICATE OF EDUCATION","",""
"88","","Shira/Giade","BABAJI NAZEEF ALIYU","NNPP","None","38","M","PRIMARY CERTIFICATE SSCE","",""
"","","","","","","","","DIPLOMA LAW, BL, LLB, MS.C","",""
"89","","Shira/Giade","IBRAHIM SANI TANKO","PDP","None","36","M","FSLC NECO B.Eng","",""
"90","","Shira/Giade","DAHIRU YAHAYA","PRP","None","32","M","PRIMARY SCHOOL CERTIFICATE","",""
"","","","","","","","","SENIOR SCHOOL  CERTIFICATE","",""
"","","","","","","","","EXAMINATION","",""
"91","","Shira/Giade","MUHAMMED KHAMISU","SDP","None","56","M","FSLC JSCE","",""
"","","","HARUNA","","","","","","",""
"92","BAUCHI","Shira/Giade","YUSUF AHMAD","ZLP","None","58","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE WAEC MSC","",""
"93","","Toro","ISHAKU DANIEL ZULL","AA","None","60","M","F.S.L.C  WAEC HND","",""
"94","","Toro","GARBA LAME","ADC","None","53","M","","",""
"95","","Toro","ABUBAKAR KABIRU ISMAIL","ADP","None","37","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SSCE HND","",""
"96","","Toro","DABO ISMAILA HARUNA","APC","None","40","M","PRIMARY SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SECONDARY","",""
"","","","","","","","","SCHOOL CERTIFICATE","",""
"97","","Toro","IDRIS BUKHARI","APM","None","37","M","FSLC SSCE","",""
"98","","Toro","ABDULLAHI AHMAD","NNPP","None","45","M","PRIMARY CERTIFICATE SSCE","",""
"99","BAUCHI","Toro","BABAYO ISA TILDE","PDP","None","56","M","FSLC SSCE DIPLOMA","",""
"100","","Toro","ABUBAKAR ISMAIL","PRP","None","56","M","PRIMARY SCHOOL LEAVING","",""
"","","","SHUAIBU","","","","","CERTIFICATE SSCE CERTIFICATE","",""
"","","","","","","","","UNIVERSITY OF","",""
"101","","Toro","ABDULBASED ADAM","SDP","None","30","M","FSLC WAEC","",""
"","","","ALKALI","","","","","","",""
"102","","Toro","UMAR ILELA","ZLP","None","33","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SENIOR SCHOOL","",""
"","","","","","","","","CERTIFICATE COLLEGE OF","",""
"103","","Zaki","NASIRU SAMAILA","ADC","None","31","M","","",""
